Reaction ID,Reaction: Links to Reaxys,Data Count,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details),References,Links to Reaxys
10110495,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=10110495&database=RX&origin=ReaxysOutput&ln=,(88 of 518),1,70,full reaction; has preparation,"3,7-dimethylocta-1,6-dien-3-ol",Terpinolene; 4-methylisopropylbenzene; terpineol; limonene.,92054; 169385; 221122; 116354,C\C(C)=C/CCC(C)(O)C=C>>C\C(C)=C1/CCC(C)=CC1.CC(C)C1=CC=C(C)C=C1.CC1=CCC(CC1)C(C)(C)O.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,1,20,,,,,,,,,,Further byproducts given,Terpinolene; 4-methylisopropylbenzene; terpineol; limonene.,21 percent Chromat.; 11 percent Chromat.; 47 percent Chromat.; 8 percent Chromat.,,,,,FeY-zeolite,hexane,"Article; Yu, Wei; Bian, Fengling; Gao, Yuan; Yang, Li; Liu, Zhong-Li; Advanced Synthesis and Catalysis; vol. 348; 1-2; (2006); p. 59 - 62;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6536775&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
10114149,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=10114149&database=RX&origin=ReaxysOutput&ln=,(89 of 518),1,70,full reaction; has preparation,Nerol,Terpinolene; 4-methylisopropylbenzene; terpineol; limonene.,12336; 109829; 221122; 316683,C\C(C)=C/CC\C(C)=C/CO>>C\C(C)=C1/CCC(C)=CC1.CC(C)C1=CC=C(C)C=C1.CC1=CCC(CC1)C(C)(C)O.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,1,20,,,,,,,,,,Further byproducts given,Terpinolene; 4-methylisopropylbenzene; terpineol; limonene.,13 percent Chromat.; 9 percent Chromat.; 52 percent Chromat.; 7 percent Chromat.,,,,,FeY-zeolite,hexane,"Article; Yu, Wei; Bian, Fengling; Gao, Yuan; Yang, Li; Liu, Zhong-Li; Advanced Synthesis and Catalysis; vol. 348; 1-2; (2006); p. 59 - 62;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6536775&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
10114156,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=10114156&database=RX&origin=ReaxysOutput&ln=,(90 of 518),1,70,full reaction; has preparation,Geraniol,Terpinolene; terpineol; (+/-)-alpha-cyclogeraniol; limonene.,216146; 12336; 109829; 316683,C\C(C)=C/CC\C(C)=C\CO>>C\C(C)=C1/CCC(C)=CC1.CC1=CCC(CC1)C(C)(C)O.CC1=CCCC(C)(C)C1CO.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,2.5,20,,,,,,,,,,Further byproducts given,Terpinolene; terpineol; (+/-)-alpha-cyclogeraniol; limonene.,11 percent Chromat.; 41 percent Chromat.; 15 percent Chromat.; 6 percent Chromat.,,,,,FeY-zeolite,hexane,"Article; Yu, Wei; Bian, Fengling; Gao, Yuan; Yang, Li; Liu, Zhong-Li; Advanced Synthesis and Catalysis; vol. 348; 1-2; (2006); p. 59 - 62;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6536775&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
21558618,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=21558618&database=RX&origin=ReaxysOutput&ln=,(91 of 518),1,70,full reaction; has multi-step,trimethyl(2-methylenebut-3-enyl)silane,limonene.,230686,C[Si](C)(C)CC(=C)C=C>>CC(=C)C1CCC(C)=CC1,Multi-step reaction,,,,3,Reaction-ID:21558618-Steps:2890524;2258804;2534795,"1: 64 percent / aluminium chloride / benzene / 3.5 h / 15 - 20 C / without cat. at 80 deg C, 36 h; 2: 72 percent / diethyl ether / 4 h / Heating; 3: 46 percent / CsF / dimethylsulfoxide / 0.5 h / 100 C",,,,,,,,,,,,,,,,,,,,cesium fluoride,aluminium trichloride,diethyl ether; dimethyl sulfoxide; benzene,"Article; Hosomi, Akira; Iguchi, Hirokazu; Sasaki, Jun-ichi; Sakurai, Hideki; Tetrahedron Letters; vol. 23; 5; (1982); p. 551 - 554;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5544293&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
25926961,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=25926961&database=RX&origin=ReaxysOutput&ln=,(92 of 518),1,70,full reaction; has preparation,(+)-alpha-pinene,"(E,E)-2,6-dimethyl-2,4,6-octatriene; beta-pyronene; alpha-pyronene; limonene.",1623; 140216; 319348; 43280,CC1=CC[C@@H]2C[C@H]1C2(C)C>>C\C=C(C)\C=C\C=C(/C)C.CC1=C(C)C(C)(C)CC=C1.CC1C(C)=CC=CC1(C)C.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,,383.84,174812,,,,,,,,,Further byproducts. Title compound not separated from byproducts.,,,,,,water,,ethanol,Article; Ermakova; Chibiryaev; Mikenin; Sal'nikova; Anikeev; Russian Journal of Physical Chemistry; vol. 82; 1; (2008); p. 62 - 67;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=7169782&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
31913060,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=31913060&database=RX&origin=ReaxysOutput&ln=,(93 of 518),1,70,full reaction; has preparation,"(E/Z)-3,7-dimethyl-2,6-octadienal","1-methyl-4-isopropenylbenzene; 3,7-dimethyl-oct-6-enal; 4-methylisopropylbenzene; limonene.",303020; 109829; 221122; 330000,C\C(C)=C/CCC(C)=CC=O>>CC(=C)C1=CC=C(C)C=C1.CC(CC\C=C(/C)C)CC=O.CC(C)C1=CC=C(C)C=C1.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,6,70,760.051,,,,,,,,experimental part,,,,,,,hydrogen,,n-heptane,"Note; Quek, Xian-Yang; Guan, Yejun; Van-Santen, Rutger A.; Hensen, Emiel J. M.; ChemSusChem; vol. 3; 11; (2010); p. 1264 - 1267;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20039240&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
33867764,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=33867764&database=RX&origin=ReaxysOutput&ln=,(94 of 518),1,70,full reaction; has preparation,trans-terpin,terpineol; limonene.,173157; 115250,CC(C)(O)[C@H]1CC[C@](C)(O)CC1>>CC1=CCC(CC1)C(C)(C)O.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,3.5,20,,,,,,,,,scheme or table,,terpineol; limonene.,21 percent; 23 percent,21; 23,,,phosphomolybdic acid,,dichloromethane,"Article; Frija, Luis M.T.; Afonso, Carlos A.M.; Tetrahedron; vol. 68; 36; (2012); p. 7414 - 7421;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20187819&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
34176520,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=34176520&database=RX&origin=ReaxysOutput&ln=,(95 of 518),3,70,full reaction; has preparation,Pinene,Terpinolene; camphene; limonene.,319348; 116679; 319242,CC1=CCC2CC1C2(C)C>>C\C(C)=C1/CCC(C)=CC1.CC1(C)C2CCC(C2)C1=C.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,8,100,760.051,,,,,,,Experimental part,,,,,,,,,,,"Article; Szuecs-Balazs, Jozsef-Zsolt; Coros, Maria; Woiczechowski-Pop, Adrian; Blanita, Gabriela; Vlassa, Mircea; Central European Journal of Chemistry; vol. 10; 4; (2012); p. 1208 - 1217;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20205993&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
34176520,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=34176520&database=RX&origin=ReaxysOutput&ln=,(95 of 518),3,70,full reaction; has preparation,Pinene,Terpinolene; camphene; limonene.,319348; 116679; 319242,CC1=CCC2CC1C2(C)C>>C\C(C)=C1/CCC(C)=CC1.CC1(C)C2CCC(C2)C1=C.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,,799.84,,,Inert atmosphere,,,Reagent/catalyst,,Experimental part,,,,,,,,,,,"Article; Kitano, Tomoyuki; Hayashi, Tomohiro; Uesaka, Toshio; Shishido, Tetsuya; Teramura, Kentaro; Tanaka, Tsunehiro; ChemCatChem; vol. 6; 7; (2014); p. 2011 - 2020;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=63982379&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
34176520,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=34176520&database=RX&origin=ReaxysOutput&ln=,(95 of 518),3,70,full reaction; has preparation,Pinene,Terpinolene; camphene; limonene.,319348; 116679; 319242,CC1=CCC2CC1C2(C)C>>C\C(C)=C1/CCC(C)=CC1.CC1(C)C2CCC(C2)C1=C.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,0.5,45,760.051,,Green chemistry,,,Temperature; Reagent/catalyst,,Scheme or table,,,,,,,,alumina supported aluminum chloride,,,"Article; Wu, Yihui; Tian, Fuping; He, Min; Cai, Tianxi; Cuihua Xuebao/Chinese Journal of Catalysis; vol. 32; 6-8; (2011); p. 1138 - 1142;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=68643653&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
53962629,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=53962629&database=RX&origin=ReaxysOutput&ln=,(96 of 518),3,70,full reaction; has preparation,2-carene; 4-methoxy-benzaldehyde,"4-methylisopropylbenzene; (3S,3aS,7aR)-1,3,3a,6,7,7a-hexahydro-3-(4-methoxyphenyl)-1,1,5-trimethylisobenzofuran; 3-p-menthene; C18H24O2; limonene.",132517; 197699,[H][C@@]12CCC(C)=C[C@]1([H])C2(C)C.COC1=CC=C(C=O)C=C1>>CC(C)C1=CC=C(C)C=C1.[H][C@@]12CCC(C)=C[C@]1([H])[C@H](OC2(C)C)C1=CC=C(OC)C=C1.CC(C)C1=CCC(C)CC1.[H][C@@]12CC=C(C)[C@@]([H])(C1)[C@@H](OC2(C)C)C1=CC=C(OC)C=C1.CC(=C)C1CCC(C)=CC1,Preparation,,2.2. Reaction and analysis of products,"General procedure: All reagents were purchased from Sigma-Aldrich and had a purity ofat least 97%. The reaction of 2-carene 1 with 4-methoxybenzaldehyde 2was carried out according to the following procedure. Substrate 1(0.1 g), an equivalent amount of aldehyde, 0.1 g of tridecane (99.9%,internal standard) and dried cyclohexane as a solvent were added to athree-necked round bottom flask. The total volume of the mixture was5.0 ml. After heating to 50 C, 1.0 g of catalyst was added to the flaskand stirred at this temperature using a mechanical stirrer (600 rpm). Anexcess of the catalyst was needed to have feasible reactivity. Samples ofthe reaction mixture periodically taken from the reactor after additionof ethyl acetate, vigorous shaking, and catalyst separation were analyzedby GC. The reaction in the presence of scandium triflate (30 mol.%) as a homogeneous catalyst was carried out at 40 C using methylenechloride (5 ml) as a solvent.",1,,,,,3,40,,,,,,,,Experimental part,,,"(3S,3aS,7aR)-1,3,3a,6,7,7a-hexahydro-3-(4-methoxyphenyl)-1,1,5-trimethylisobenzofuran; C18H24O2",12.2 percentChromat.; 6.4 percentChromat.,,,,scandium tris(trifluoromethanesulfonate),,dichloromethane,"Article; Agabekov, V. E.; Aho, A.; Il'ina, I. V.; Korchagina, D. V.; Kravtsova, A. V.; Li-Zhulanov, N. S.; Maeki-Arvela, P.; Murzin, D. Yu.; Salakhutdinov, N. F.; Sandberg, T.; Sidorenko, A. Yu.; Volcho, K. P.; vol. 490; (2020);",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=79703722&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
53962629,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=53962629&database=RX&origin=ReaxysOutput&ln=,(96 of 518),3,70,full reaction; has preparation,2-carene; 4-methoxy-benzaldehyde,"4-methylisopropylbenzene; (3S,3aS,7aR)-1,3,3a,6,7,7a-hexahydro-3-(4-methoxyphenyl)-1,1,5-trimethylisobenzofuran; 3-p-menthene; C18H24O2; limonene.",132517; 197699,[H][C@@]12CCC(C)=C[C@]1([H])C2(C)C.COC1=CC=C(C=O)C=C1>>CC(C)C1=CC=C(C)C=C1.[H][C@@]12CCC(C)=C[C@]1([H])[C@H](OC2(C)C)C1=CC=C(OC)C=C1.CC(C)C1=CCC(C)CC1.[H][C@@]12CC=C(C)[C@@]([H])(C1)[C@@H](OC2(C)C)C1=CC=C(OC)C=C1.CC(=C)C1CCC(C)=CC1,Chemical behaviour,,2.2. Reaction and analysis of products,"General procedure: All reagents were purchased from Sigma-Aldrich and had a purity ofat least 97%. The reaction of 2-carene 1 with 4-methoxybenzaldehyde 2was carried out according to the following procedure. Substrate 1(0.1 g), an equivalent amount of aldehyde, 0.1 g of tridecane (99.9%,internal standard) and dried cyclohexane as a solvent were added to athree-necked round bottom flask. The total volume of the mixture was5.0 ml. After heating to 50 C, 1.0 g of catalyst was added to the flaskand stirred at this temperature using a mechanical stirrer (600 rpm). Anexcess of the catalyst was needed to have feasible reactivity. Samples ofthe reaction mixture periodically taken from the reactor after additionof ethyl acetate, vigorous shaking, and catalyst separation were analyzedby GC. The reaction in the presence of scandium triflate (30 mol.%) as a homogeneous catalyst was carried out at 40 C using methylenechloride (5 ml) as a solvent.",1,,,,,4,50,,,,,Kinetics,Reagent/catalyst,,Experimental part,,,"(3S,3aS,7aR)-1,3,3a,6,7,7a-hexahydro-3-(4-methoxyphenyl)-1,1,5-trimethylisobenzofuran; C18H24O2",10 percentChromat.; 23.2 percentChromat.,,,,5% HCl-treated halloysite nanotubes at 60 C pretreatment drying,,cyclohexane,"Article; Agabekov, V. E.; Aho, A.; Il'ina, I. V.; Korchagina, D. V.; Kravtsova, A. V.; Li-Zhulanov, N. S.; Maeki-Arvela, P.; Murzin, D. Yu.; Salakhutdinov, N. F.; Sandberg, T.; Sidorenko, A. Yu.; Volcho, K. P.; vol. 490; (2020);",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=79703722&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
53962629,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=53962629&database=RX&origin=ReaxysOutput&ln=,(96 of 518),3,70,full reaction; has preparation,2-carene; 4-methoxy-benzaldehyde,"4-methylisopropylbenzene; (3S,3aS,7aR)-1,3,3a,6,7,7a-hexahydro-3-(4-methoxyphenyl)-1,1,5-trimethylisobenzofuran; 3-p-menthene; C18H24O2; limonene.",132517; 197699,[H][C@@]12CCC(C)=C[C@]1([H])C2(C)C.COC1=CC=C(C=O)C=C1>>CC(C)C1=CC=C(C)C=C1.[H][C@@]12CCC(C)=C[C@]1([H])[C@H](OC2(C)C)C1=CC=C(OC)C=C1.CC(C)C1=CCC(C)CC1.[H][C@@]12CC=C(C)[C@@]([H])(C1)[C@@H](OC2(C)C)C1=CC=C(OC)C=C1.CC(=C)C1CCC(C)=CC1,Chemical behaviour,,2.2. Reaction and analysis of products,"General procedure: All reagents were purchased from Sigma-Aldrich and had a purity ofat least 97%. The reaction of 2-carene 1 with 4-methoxybenzaldehyde 2was carried out according to the following procedure. Substrate 1(0.1 g), an equivalent amount of aldehyde, 0.1 g of tridecane (99.9%,internal standard) and dried cyclohexane as a solvent were added to athree-necked round bottom flask. The total volume of the mixture was5.0 ml. After heating to 50 C, 1.0 g of catalyst was added to the flaskand stirred at this temperature using a mechanical stirrer (600 rpm). Anexcess of the catalyst was needed to have feasible reactivity. Samples ofthe reaction mixture periodically taken from the reactor after additionof ethyl acetate, vigorous shaking, and catalyst separation were analyzedby GC. The reaction in the presence of scandium triflate (30 mol.%) as a homogeneous catalyst was carried out at 40 C using methylenechloride (5 ml) as a solvent.",1,,,,,4,50,,,,,Kinetics,,,Experimental part,,,"(3S,3aS,7aR)-1,3,3a,6,7,7a-hexahydro-3-(4-methoxyphenyl)-1,1,5-trimethylisobenzofuran; C18H24O2",8.5 percentChromat.; 36.9 percentChromat.,,,,5% HCl-treated halloysite nanotubes at 70 C pretreatment drying,,cyclohexane,"Article; Agabekov, V. E.; Aho, A.; Il'ina, I. V.; Korchagina, D. V.; Kravtsova, A. V.; Li-Zhulanov, N. S.; Maeki-Arvela, P.; Murzin, D. Yu.; Salakhutdinov, N. F.; Sandberg, T.; Sidorenko, A. Yu.; Volcho, K. P.; vol. 490; (2020);",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=79703722&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
54097333,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=54097333&database=RX&origin=ReaxysOutput&ln=,(97 of 518),1,70,full reaction; has multi-step,Nerol,Terpinolene; D-limonene; (-)-(S)-limonene; 4-(2-chloro-2-propyl)-1-methyl-1-cyclohexene,316683; 109829; 109829; 225258,C\C(C)=C/CC\C(C)=C/CO>>C\C(C)=C1/CCC(C)=CC1.CC(=C)[C@@H]1CCC(C)=CC1.CC(=C)[C@H]1CCC(C)=CC1.CC1=CC[C@H](CC1)C(C)(C)Cl,Multi-step reaction,,,,2,Reaction-ID:54097333-Steps:997492;54097024,"1: methanesulfonyl chloride; lithium chloride; 2,4,6-trimethyl-pyridine / N,N-dimethyl-formamide / 1 h / 0 C / Inert atmosphere; 2: sodium hydrogencarbonate; 1-(3,5-bis(trifluoromethyl)phenyl)-3-((S)-3,3-dimethyl-1-((R)-2-methyl-2-(phenanthren-2-yl)pyrrolidin-1-yl)-1-oxobutan-2-yl)urea / Cyclohexane-d12 / 72 h / 25 C / Inert atmosphere",,,,,,,,,,,,,,,,,,,,"2,4,6-trimethyl-pyridine; 1-(3,5-bis(trifluoromethyl)phenyl)-3-((S)-3,3-dimethyl-1-((R)-2-methyl-2-(phenanthren-2-yl)pyrrolidin-1-yl)-1-oxobutan-2-yl)urea; sodium hydrogencarbonate; methanesulfonyl chloride; lithium chloride",,"Cyclohexane-d12; N,N-dimethyl-formamide","Article; Jacobsen, Eric N.; Kutateladze, Dennis A.; Strassfeld, Daniel A.; Journal of the American Chemical Society; vol. 142; 15; (2020); p. 6951 - 6956;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=79774648&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
5166571,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=5166571&database=RX&origin=ReaxysOutput&ln=,(98 of 518),2,69,full reaction; has preparation,C11H17(2)HO3S,(R)-(+)-<2-2H>limonene; (S)-(-)-<2-2H>limonene,310622; 310622,[2H][C@]1(C[C@@H](CC=C1C)C(C)=C)OS(C)(=O)=O>>[2H]C1=C(C)CC[C@H](C1)C(C)=C.[2H]C1=C(C)CC[C@@H](C1)C(C)=C,Preparation,,,,1,,,,,,,,,"1.) THF, 21 deg C, 18 h",,,,,,,Multistep reaction. Title compound not separated from byproducts,,,,,,sodium hydroxide; dihydrogen peroxide; lithium triethylborohydride,,,"Article; Hirata, Toshifumi; Higata, Tomohiro; Shimoda, Kei; Ito, Diana I.; Izumi, Shunsuke; Journal of labelled compounds and radiopharmaceuticals; vol. 39; 4; (1997); p. 285 - 290;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6172692&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
5166571,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=5166571&database=RX&origin=ReaxysOutput&ln=,(98 of 518),2,69,full reaction; has preparation,C11H17(2)HO3S,(R)-(+)-<2-2H>limonene; (S)-(-)-<2-2H>limonene,310622; 310622,[2H][C@]1(C[C@@H](CC=C1C)C(C)=C)OS(C)(=O)=O>>[2H]C1=C(C)CC[C@H](C1)C(C)=C.[2H]C1=C(C)CC[C@@H](C1)C(C)=C,Preparation,,,,1,,,,,5,66,,,,,,,,,,Title compound not separated from byproducts,,,,,,lithium aluminium tetrahydride,,tetrahydrofuran,"Article; Hirata, Toshifumi; Higata, Tomohiro; Shimoda, Kei; Ito, Diana I.; Izumi, Shunsuke; Journal of labelled compounds and radiopharmaceuticals; vol. 39; 4; (1997); p. 285 - 290;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6172692&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
14722643,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=14722643&database=RX&origin=ReaxysOutput&ln=,(99 of 518),3,69,full reaction; has multi-step,"(R)-2-neryloxy-2'-hydroxy-1,1'-binaphthyl",D-limonene,109759,C\C(C)=C/CC\C(C)=C/COC1=C(C2=C(C=CC=C2)C=C1)C1=C(O)C=CC2=C1C=CC=C2>>CC(=C)[C@@H]1CCC(C)=CC1,Multi-step reaction,,,,2,Reaction-ID:14722643-Steps:9138893;9171860,1: SnCl4 / CH2Cl2 / 6 h / -97 C,,,,,,,,,,,,,,,,,,,,tin(IV) chloride,,dichloromethane,"Article; Nakamura, Hiroko; Ishihara, Kazuaki; Yamamoto, Hisashi; Journal of Organic Chemistry; vol. 67; 15; (2002); p. 5124 - 5137;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6357978&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
14722643,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=14722643&database=RX&origin=ReaxysOutput&ln=,(99 of 518),3,69,full reaction; has multi-step,"(R)-2-neryloxy-2'-hydroxy-1,1'-binaphthyl",D-limonene,109759,C\C(C)=C/CC\C(C)=C/COC1=C(C2=C(C=CC=C2)C=C1)C1=C(O)C=CC2=C1C=CC=C2>>CC(=C)[C@@H]1CCC(C)=CC1,Multi-step reaction,,,,2,Reaction-ID:14722643-Steps:9140911;9171052,"1.1: SnCl4 / CH2Cl2 / 4 h / -97 C; 1.2: 2,4,6-collidine / 8 h / Heating",,,,,,,,,,,,,,,,,,,,tin(IV) chloride,,dichloromethane,"Article; Nakamura, Hiroko; Ishihara, Kazuaki; Yamamoto, Hisashi; Journal of Organic Chemistry; vol. 67; 15; (2002); p. 5124 - 5137;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6357978&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
14722643,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=14722643&database=RX&origin=ReaxysOutput&ln=,(99 of 518),3,69,full reaction; has multi-step,"(R)-2-neryloxy-2'-hydroxy-1,1'-binaphthyl",D-limonene,109759,C\C(C)=C/CC\C(C)=C/COC1=C(C2=C(C=CC=C2)C=C1)C1=C(O)C=CC2=C1C=CC=C2>>CC(=C)[C@@H]1CCC(C)=CC1,Multi-step reaction,,,,2,Reaction-ID:14722643-Steps:9140911;9171053,1: SnCl4 / CH2Cl2 / 4 h / -97 C,,,,,,,,,,,,,,,,,,,,tin(IV) chloride,,dichloromethane,"Article; Nakamura, Hiroko; Ishihara, Kazuaki; Yamamoto, Hisashi; Journal of Organic Chemistry; vol. 67; 15; (2002); p. 5124 - 5137;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6357978&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
14722644,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=14722644&database=RX&origin=ReaxysOutput&ln=,(100 of 518),3,69,full reaction; has multi-step,"(R)-2-neryloxy-2'-hydroxy-1,1'-binaphthyl",(-)-(S)-limonene,109759,C\C(C)=C/CC\C(C)=C/COC1=C(C2=C(C=CC=C2)C=C1)C1=C(O)C=CC2=C1C=CC=C2>>CC(=C)[C@H]1CCC(C)=CC1,Multi-step reaction,,,,2,Reaction-ID:14722644-Steps:9138893;9171860,1: SnCl4 / CH2Cl2 / 6 h / -97 C,,,,,,,,,,,,,,,,,,,,tin(IV) chloride,,dichloromethane,"Article; Nakamura, Hiroko; Ishihara, Kazuaki; Yamamoto, Hisashi; Journal of Organic Chemistry; vol. 67; 15; (2002); p. 5124 - 5137;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6357978&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
14722644,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=14722644&database=RX&origin=ReaxysOutput&ln=,(100 of 518),3,69,full reaction; has multi-step,"(R)-2-neryloxy-2'-hydroxy-1,1'-binaphthyl",(-)-(S)-limonene,109759,C\C(C)=C/CC\C(C)=C/COC1=C(C2=C(C=CC=C2)C=C1)C1=C(O)C=CC2=C1C=CC=C2>>CC(=C)[C@H]1CCC(C)=CC1,Multi-step reaction,,,,2,Reaction-ID:14722644-Steps:9140911;9171052,"1.1: SnCl4 / CH2Cl2 / 4 h / -97 C; 1.2: 2,4,6-collidine / 8 h / Heating",,,,,,,,,,,,,,,,,,,,tin(IV) chloride,,dichloromethane,"Article; Nakamura, Hiroko; Ishihara, Kazuaki; Yamamoto, Hisashi; Journal of Organic Chemistry; vol. 67; 15; (2002); p. 5124 - 5137;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6357978&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
14722644,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=14722644&database=RX&origin=ReaxysOutput&ln=,(100 of 518),3,69,full reaction; has multi-step,"(R)-2-neryloxy-2'-hydroxy-1,1'-binaphthyl",(-)-(S)-limonene,109759,C\C(C)=C/CC\C(C)=C/COC1=C(C2=C(C=CC=C2)C=C1)C1=C(O)C=CC2=C1C=CC=C2>>CC(=C)[C@H]1CCC(C)=CC1,Multi-step reaction,,,,2,Reaction-ID:14722644-Steps:9140911;9171053,1: SnCl4 / CH2Cl2 / 4 h / -97 C,,,,,,,,,,,,,,,,,,,,tin(IV) chloride,,dichloromethane,"Article; Nakamura, Hiroko; Ishihara, Kazuaki; Yamamoto, Hisashi; Journal of Organic Chemistry; vol. 67; 15; (2002); p. 5124 - 5137;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6357978&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
