Reaction ID,Reaction: Links to Reaxys,Data Count,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details),References,Links to Reaxys
204183,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204183&database=RX&origin=ReaxysOutput&ln=,(8 of 307),9,95,full reaction; has preparation; has multi-step,D-glucose,mannitol; D-sorbitol,328494; 328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,platinum,,,Article; Cake; Journal of the American Chemical Society; vol. 44; (1922); p. 860;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1321200&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204183,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204183&database=RX&origin=ReaxysOutput&ln=,(8 of 307),9,95,full reaction; has preparation; has multi-step,D-glucose,mannitol; D-sorbitol,328494; 328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,335,60,15200,,,,,,,,,Yield given. Yields of byproduct given,,,,,,immobilized glucose isomerase (pH 7-8); hydrogen; magnesium sulfate; calcium carbonate,platinum on activated charcoal,water,"Article; Makkee, Michiel; Kieboom, Antonius P. G.; Bekkum, Herman van; Roels, Joop A.; Journal of the Chemical Society. Chemical communications; 19; (1980); p. 930 - 931;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5867073&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204183,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204183&database=RX&origin=ReaxysOutput&ln=,(8 of 307),9,95,full reaction; has preparation; has multi-step,D-glucose,mannitol; D-sorbitol,328494; 328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,20 - 30,,,durch elektrolytische Reduktion bei pH>11 an amalgamierten Bleikathoden,,,,,,,,,,,,,water,,,Article; Sugino; Hayashi; Nippon Kagaku Kaishi/Journal of the Chemical Society of Japan; vol. 65; (1944); p. 460; Chem.Abstr.; (1947); p. 3758;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1371028&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204183,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204183&database=RX&origin=ReaxysOutput&ln=,(8 of 307),9,95,full reaction; has preparation; has multi-step,D-glucose,mannitol; D-sorbitol,328494; 328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,0.166667,120,45004.5,,,,,,,Scheme or table,,,,,,,,water; hydrogen,,,"Article; Deng, Tianyin; Liu, Haichao; Journal of Molecular Catalysis A: Chemical; vol. 388-389; (2014); p. 66 - 73;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=63553909&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204183,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204183&database=RX&origin=ReaxysOutput&ln=,(8 of 307),9,95,full reaction; has preparation; has multi-step,D-glucose,mannitol; D-sorbitol,328494; 328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Chemical behaviour,,,,1,,,,,1.5,120 - 140,,,Autoclave,,Kinetics,Reagent/catalyst,,Experimental part,,,,,,,,ruthenium over nickel catalysts supported on a mesoporous silica MCM-48,,,"Article; Romero, Alberto; Nieto-Marquez, Antonio; Alonso, Esther; Applied Catalysis A: General; vol. 529; (2017); p. 49 - 59;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=69926044&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204183,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204183&database=RX&origin=ReaxysOutput&ln=,(8 of 307),9,95,full reaction; has preparation; has multi-step,D-glucose,mannitol; D-sorbitol,328494; 328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Multi-step reaction,,,,3,Reaction-ID:204183-Steps:1892362;47806467;109639,1: glucose 2-oxidase from Trametes hirsute; oxygen; catalase / aq. buffer / 24 h / 30 C / pH 5 / Enzymatic reaction; 2: 5% nickel/activated carbon; hydrogen / ethanol; water / 12 h / 100 C / 760.05 Torr; 3: 5% nickel/activated carbon; hydrogen / ethanol; water / 12 h / 80 C / 30402 Torr,,,,,,,,,,,,,,,,,,,,5% nickel/activated carbon; glucose 2-oxidase from Trametes hirsute; hydrogen; oxygen; catalase,,ethanol; water,"Article; Sun, Jiankui; Li, Helong; Huang, Hongzhi; Wang, Bo; Xiao, Ling-Ping; Song, Guoyong; ChemSusChem; vol. 11; 7; (2018); p. 1157 - 1162;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=73375858&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204183,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204183&database=RX&origin=ReaxysOutput&ln=,(8 of 307),9,95,full reaction; has preparation; has multi-step,D-glucose,mannitol; D-sorbitol,328494; 328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Multi-step reaction,,,,3,Reaction-ID:204183-Steps:1892362;47806466;109639,1: glucose 2-oxidase from Trametes hirsute; oxygen; catalase / aq. buffer / 24 h / 30 C / pH 5 / Enzymatic reaction; 2: 5% nickel/activated carbon; hydrogen / ethanol; water / 12 h / 80 C / 760.05 Torr; 3: 5% nickel/activated carbon; hydrogen / ethanol; water / 12 h / 80 C / 30402 Torr,,,,,,,,,,,,,,,,,,,,5% nickel/activated carbon; glucose 2-oxidase from Trametes hirsute; hydrogen; oxygen; catalase,,ethanol; water,"Article; Sun, Jiankui; Li, Helong; Huang, Hongzhi; Wang, Bo; Xiao, Ling-Ping; Song, Guoyong; ChemSusChem; vol. 11; 7; (2018); p. 1157 - 1162;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=73375858&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204183,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204183&database=RX&origin=ReaxysOutput&ln=,(8 of 307),9,95,full reaction; has preparation; has multi-step,D-glucose,mannitol; D-sorbitol,328494; 328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,4,Examples 1 to 4 (Comparative),"Glucose to sorbitol hydrogenation was studied in continuous mode in a 100 ml Hastelloy autoclave (50 ml liquid hold-up) . The reactor was connected to two separate feed lines for feeding solutions via HPLC pumps. The feed lines entered the reactor through a heated reactor lid, which is held at the reaction temperature. The saccharide feeds are therefore exposed to the reaction temperature before the feed contacts the reaction mixture, allowing for saccharide feedstock degradation. The total exposure time of the saccharide feedstock is defined as the time that the saccharide feedstock is subjected to elevated temperatures (>160 C) before it contacts the reaction mixture. Exposure times of the saccharide solution in the feed section where varied by changing the inner diameter of the feed-tube from 1.76mm to 250muetaiota. The reactor was loaded with 3.5 g Raney Ni hydrogenation catalyst and pressurized to a total pressure of 120 bar. This pressure was a combination of water vapour pressure and that was fed at a rate of 3 NL/hr. An aqueous solution of 10 wt% glucose was fed to the reactor at a flowrate of 20 ml/hr through the first feed line with an inner diameter of either 1.76mm or 250 mupiiota. Water was fed via the second feed line at a rate of 20 ml/hr. The combined flow (40ml/hr) resulted in a residence time in the reactor of 75 minutes and a glucose feed concentration of 5 wt%. Product yields were evaluated at different reaction temperatures. Products were analysed via HPLC. distribution for Example 4. These results show that even at this short exposure time, a lot of glucose conversion/degradation occurs at higher temperatures. Fructose exists in two isomers (alpha and beta) and both are present in a 50/50 ratio. One isomer is hydrogenated to sorbitol, while the other isomer is hydrogenated to mannitol. Formation of fructose can, therefore, be considered to be 2 times the mannitol yield. Table 2 shows that, at higher temperatures (e.g. 230C) a lot of mannitol was formed after hydrogenation, indicating that -25% of the glucose degraded to fructose at a temperature of 230 C and an exposure time of 2.1 s.",1,,,,,,230,90009,,Autoclave,,,Temperature,,,Page/Page column 13-16,,,,,,,hydrogen,,water,"Patent; SHELL INTERNATIONALE RESEARCH MAATSCHAPPIJ B.V.; SHELL OIL COMPANY; VAN DER HEIDE, Evert; HUIZENGA, Pieter; DE VLIEGER, Dionysius, Jacobus, Maria; (30 pag.)WO2018/24787; (2018); A1;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=73440284&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
29773665,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=29773665&database=RX&origin=ReaxysOutput&ln=,(9 of 307),3,94,half reaction; has preparation,cellulose,mannitol; D-sorbitol; ethylene glycol,,>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.OCCO,Chemical behaviour,11; 12; 16; 17; 18,,"The results of catalytic conversion of cellulose over various metal and bimetallic catalysts (Table 1). The reacting conditions are the same as the above example 11. TABLE 1 Ethylene Hexahydric Cellulose Glycol alcohol Others Catalyst Conversion % yield % yield % Yield % W/AC(30% W) 100 5 2 93 Ni-W/AC 100 69 7 24 (15% Ni-25% W) Pt-W/AC 100 68 12 20 (0.5% Pt-75% W) Pt-W/AC 100 60 8 32 (0.5% Pt-15% W) Ru-W/AC 100 57 12 31 (0.5% Ru-15% W)Mo-Ni/Al2O3 67 34 3 30 (15% Mo-15% Ni) Pt/AC(1% Pt) 62 9 7 46 Ni/AC(20% Ni) 71 11 6 54 Ru/AC(2% Ru) 55 12 10 33 As can be seen from the Table 1, for the catalysts having single tungsten or the metals of group 8, 9, and 10, such as Ni, Pt, or and Ru, the ethylene glycol yields are relatively lower. However, when the bimetallic catalyst comprises catalytic hydrogenating component and tungsten, the yield of ethylene glycol is significantly increased, so that the bimetallic catalyst shows the high catalytic performance thereof. For example, the reaction applying the Ni-W catalyst is able to obtain the 69% yield of ethylene glycol.Table 5 shows the results of cellulose conversion over Ni-W/AC (15% Ni-25% W) as a function of reaction time. Except the reaction time is different, all other conditions are the same as example 11. TABLE 5 Reaction Cellulose Ethylene Glycol Hexahydric Others time Conversion % yield % alcohol yield % Yield % 10 min 59 29 2 28 30 min 100 69 7 24 3 h 100 51 11 38 5 h 100 24 8 68 24 h 100 19 10 71 As can be seen from the results in Table 5, the nickel-tungsten carbide catalyst has good yields of ethylene glycol within a certain reaction time. The preferred reaction time is 30 minutes to 3 hours.Example 17Table 6 shows the results of cellulose conversion over Ni-W/AC (15% Ni-25% W) as a function of reaction temperatures. Except the reaction temperature is different, all other conditions are the same as example 11. TABLE 6 Reaction Hexahydric temperature Cellulose Ethylene Glycol alcohol Others ( C.) Conversion % yield % yield % Yield % 130 21 9 3 9 220 81 39 6 36 240 100 69 7 24 250 100 53 6 41 270 100 16 5 79 According to Table 6, the nickel-tungsten carbide catalyst added in the reaction system of the present invention for converting cellulose is able to obtain high yield of ethylene glycol. The preferred reaction temperature is in the range of 220-250 C.Example 18The influence of reaction pressures on the cellulose conversion. Table 7 lists the results of cellulose conversion over Ni-W/AC (15% Ni-25% W) catalyst under different reaction pressures. Except the reaction pressures, all other reaction conditions are the same as example 11. TABLE 7 Hexahydric Hydrogen Cellulose Ethylene alcohol Others pressure (MPa) Conversion % Glycol yield % yield % Yield % 2 33 8 4 21 3 89 36 5 48 5 100 69 7 24 6 100 56 8 36 7 100 53 6 41 12 100 33 4 63 According to the Table 7, the nickel-tungsten carbide catalyst in the reaction system of the present invention for converting cellulose is able to obtain high yield of the ethylene glycol under various hydrogen pressures. The preferred reaction pressure is between 3 MPa to 7 MPa.",1,,,,,0.5,240,37503.8,,,,Product distribution / selectivity,,,,Page/Page column 3-4,,ethylene glycol,69 percent,69,,,hydrogen,Ni-W/AC,water,"Patent; Dalian Institute of Chemical Physics, Chinese Academy of Sciences; US2010/256424; (2010); A1;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=8923383&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
29773665,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=29773665&database=RX&origin=ReaxysOutput&ln=,(9 of 307),3,94,half reaction; has preparation,cellulose,mannitol; D-sorbitol; ethylene glycol,,>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.OCCO,Preparation,,2.3 Catalytic experiments,"General procedure: 0.5g microcrystalline cellulose (crystallinity 85%, Alfa Aesar), 0.15g NiWB/CNTs and 15mL deionized water were put into a 50mL stainless steel autoclave and heated to the reactor to the preset temperature and then hydrogen was filled into the reactor with preset pressure. After reaction, the products were analyzed by a HPLC system (Shimadzu LC-20AB) equipped with RI detector and an USPpak MN-431 column.",1,,,,,2,249.84,45004.5,,Autoclave,,,Reagent/catalyst,,Experimental part,,,mannitol; D-sorbitol; ethylene glycol,5.2 percent; 27.5 percent; 46.6 percent,5.2; 27.5; 46.6,,,water; hydrogen,,,"Article; Liu, Haili; Qin, Lin; Wang, Xiaoyue; Du, Changhai; Sun, De; Meng, Xiangchun; Catalysis Communications; vol. 77; (2016); p. 47 - 51;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=68104661&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
29773665,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=29773665&database=RX&origin=ReaxysOutput&ln=,(9 of 307),3,94,half reaction; has preparation,cellulose,mannitol; D-sorbitol; ethylene glycol,,>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.OCCO,Preparation,,2.2. Reaction,"General procedure: The reaction of cellulose conversion to glycolaldehyde was con-ducted in a ?16.7 mL batch reactor (length of 200 mm, OD of 16 mm,ID of 10 mm, Stainless steel 904L) equipped with a pressure gauge and a relief valve. This reactor system could cover a range in pres-sure and temperature up to 30 MPa and 400C, respectively. In a typical procedure, cellulose (0.1 g), a designated amount of cata-lyst, and water (10 mL) were put into the reactor which was then sealed. After that, the reactor was quickly heated by immersing it into the molten tin bath with a preset reaction temperature. After the desired reaction time, the reaction vessel was quickly move dinto an ice-water bath to stop the reaction. The real reaction time was calculated by subtracting the heating time (about 30 s) from the whole immersion time.The reaction of cellulose conversion to ethylene glycol wasconducted in a 75 mL stainless steel autoclave (Parr InstrumentCompany) typically at 6MPa H2 pressure (measured at room tem-perature) and 245C for 30 min. For each reaction, 0.25 g cellulose,0.075 g Ru/C, 0.0125 g H2WO4 and 25 mL water were put into there actor, and stirred at rate of 800 rpm.",1,,,,,0.5,245,45004.5,,Autoclave,,,,,Experimental part,,,mannitol; D-sorbitol; ethylene glycol,5.3 percent; 13.5 percent; 30.4 percent,5.3; 13.5; 30.4,,,phosphoric acid; Rh/C; hydrogen; ortho-tungstic acid,,water,"Article; Xu, Gang; Wang, Aiqin; Pang, Jifeng; Zheng, Mingyuan; Yin, Jianzhong; Zhang, Tao; Applied Catalysis A: General; vol. 502; (2015); p. 65 - 70;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=66418986&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
39991244,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=39991244&database=RX&origin=ReaxysOutput&ln=,(10 of 307),1,94,half reaction; has preparation,milled cellulose,D-sorbitol,,>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,Introduction,"Consequently, the cellulose valorization can be realized by conversion of cellulose to isosorbide or anhydrosorbitol.",1,,,,,16,189.84,37503.8,,Inert atmosphere,,,,,Scheme or table,,,D-sorbitol,60.2 percent,60.2,,,2 % platinum on carbon; water; hydrogen,,,"Article; Yamaguchi, Aritomo; Sato, Osamu; Mimura, Naoki; Shirai, Masayuki; Catalysis Communications; vol. 67; (2015); p. 59 - 63;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=65941949&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
828737,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=828737&database=RX&origin=ReaxysOutput&ln=,(11 of 307),8,93,full reaction; has preparation,Sucrose,mannitol; D-sorbitol,256971; 256971,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,1.5,125,37503,,,,,,,,,,mannitol; D-sorbitol,24.5 percent; 75 percent,24.5; 75,,,hydrogen,Ru-carbon,water,"Article; Sabadie, Jean; Barthomeuf, Denise; Charcosset, Henri; Descotes, Gerard; Bulletin de la Societe Chimique de France; vol. 2; 7-8; (1981); p. 288 - 292;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5665318&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
828737,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=828737&database=RX&origin=ReaxysOutput&ln=,(11 of 307),8,93,full reaction; has preparation,Sucrose,mannitol; D-sorbitol,256971; 256971,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,2,130,37503,,,,,,,,,,mannitol; D-sorbitol,24.8 percent; 75.2 percent,24.8; 75.2,,,hydrogen,ruthenium,water,"Article; Sabadie, Jean; Barthomeuf, Denise; Charcosset, Henri; Descotes, Gerard; Bulletin de la Societe Chimique de France; vol. 2; 7-8; (1981); p. 288 - 292;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5665318&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
828737,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=828737&database=RX&origin=ReaxysOutput&ln=,(11 of 307),8,93,full reaction; has preparation,Sucrose,mannitol; D-sorbitol,256971; 256971,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,2.5,125,37503,,,,,,,,,,mannitol; D-sorbitol,30.5 percent; 69.5 percent,30.5; 69.5,,,hydrogen,Nafion; ruthenium,water,"Article; Sabadie, Jean; Barthomeuf, Denise; Charcosset, Henri; Descotes, Gerard; Bulletin de la Societe Chimique de France; vol. 2; 7-8; (1981); p. 288 - 292;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5665318&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
828737,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=828737&database=RX&origin=ReaxysOutput&ln=,(11 of 307),8,93,full reaction; has preparation,Sucrose,mannitol; D-sorbitol,256971; 256971,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,5,180,37503.8,,Autoclave,,,,,Scheme or table,,,mannitol; D-sorbitol,36.3 percent; 61.6 percent,36.3; 61.6,,,water; hydrogen,,,"Article; Yin, Wang; Tang, Zhenchen; Venderbosch, Robertus Hendrikus; Zhang, Zheng; Cannilla, Catia; Bonura, Giuseppe; Frusteri, Francesco; Heeres, Hero Jan; ACS Catalysis; vol. 6; 7; (2016); p. 4411 - 4422;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=69198487&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
828737,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=828737&database=RX&origin=ReaxysOutput&ln=,(11 of 307),8,93,full reaction; has preparation,Sucrose,mannitol; D-sorbitol,256971; 256971,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,130 - 200,29420.3 - 110326,,Hydrogenation,,,,,,,,,,,,,nickel,,,"Article; Tanno; Bulletin of the Chemical Society of Japan; vol. 11; (1936); p. 205; Chemisches Zentralblatt; vol. 108; I; (1937); p. 1155;; ; Article; Yoshikawa; Scientific Papers of the Institute of Physical and Chemical Research (Japan); vol. 25; (1934); p. 250,256; Chemisches Zentralblatt; vol. 106; I; (1935); p. 902,2342;; ; Article; Yoshikawa; vol. 13; (1934); p. 55; Chemisches Zentralblatt; 1935 1902;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1367494;1371024;1371251&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
828737,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=828737&database=RX&origin=ReaxysOutput&ln=,(11 of 307),8,93,full reaction; has preparation,Sucrose,mannitol; D-sorbitol,256971; 256971,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,160,55163.1 - 73550.8,,Hydrogenation,,,,,,,,,,,,,water; nickel,,,"Article; Montgomery; Wiggins; Journal of the Chemical Society; (1947); p. 433,435; Journal of the Chemical Society; (1948); p. 2204,2206;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=516029&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
828737,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=828737&database=RX&origin=ReaxysOutput&ln=,(11 of 307),8,93,full reaction; has preparation,Sucrose,mannitol; D-sorbitol,256971; 256971,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,,,,"Article; Montgomery; Wiggins; Journal of the Chemical Society; (1947); p. 433,435; Journal of the Chemical Society; (1948); p. 2204,2206;; ; Article; Tanno; Bulletin of the Chemical Society of Japan; vol. 11; (1936); p. 205; Chemisches Zentralblatt; vol. 108; I; (1937); p. 1155;; ; Article; Yoshikawa; Scientific Papers of the Institute of Physical and Chemical Research (Japan); vol. 25; (1934); p. 250,256; Chemisches Zentralblatt; vol. 106; I; (1935); p. 902,2342;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=516029;1367494;1371024&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
